DBN,School,Year,Total Enrollment,Num_PK,Num_K,Num_G1,Num_G2,Num_G3,Num_G4,Num_G5,Num_G6,Num_G7,Num_G8,Num_G9,Num_G10,Num_G11,Num_G12,Female,Male,Asian,Black,Hispanic,Multiple,White,Disability,ELL,Poverty,Need_Index
15K032,P.S. 032 Samuel Mills Sprole,2015-16,497,30,77,74,104,103,63,46,0,0,0,0,0,0,0,0.438631803,0.561368227,0.0804829,0.22132796,0.261569411,0.024144869,0.412474841,0.235412478,0.032193158,0.472837031,0.443252027
15K032,P.S. 032 Samuel Mills Sprole,2016-17,518,35,64,78,75,109,99,58,0,0,0,0,0,0,0,0.449806958,0.550193071,0.096525095,0.198841706,0.231660232,0.027027028,0.445945948,0.231660232,0.042471044,0.434362948,0.393444031
15K032,P.S. 032 Samuel Mills Sprole,2017-18,531,34,68,72,78,77,103,99,0,0,0,0,0,0,0,0.465160072,0.534839928,0.080979288,0.22787194,0.239171371,0.04519774,0.406779647,0.252354056,0.041431263,0.450094163,0.466090381
15K032,P.S. 032 Samuel Mills Sprole,2018-19,480,33,65,66,68,76,75,97,0,0,0,0,0,0,0,0.460416675,0.539583325,0.09791667,0.212500006,0.222916663,0.054166667,0.412499994,0.256249994,0.041666668,0.416666657,0.422443748
15K038,P.S. 038 The Pacific,2014-15,540,107,70,76,66,86,74,61,0,0,0,0,0,0,0,0.507407427,0.492592603,0.114814818,0.368518531,0.309259266,0.016666668,0.190740734,0.188888893,0.064814813,0.612962961,0.557997465
15K038,P.S. 038 The Pacific,2015-16,554,110,75,75,79,69,76,70,0,0,0,0,0,0,0,0.492779791,0.507220209,0.131768957,0.370036095,0.263537914,0.028880866,0.20577617,0.176895306,0.05595668,0.599277973,0.500764549
15K038,P.S. 038 The Pacific,2016-17,544,93,77,74,77,89,60,74,0,0,0,0,0,0,0,0.46875,0.53125,0.174632356,0.349264711,0.220588237,0.042279411,0.213235289,0.161764711,0.049632352,0.522058845,0.481753677
15K038,P.S. 038 The Pacific,2017-18,574,96,70,91,77,86,94,60,0,0,0,0,0,0,0,0.496515691,0.503484309,0.188153312,0.2944251,0.212543547,0.060975611,0.243902445,0.142857149,0.066202089,0.519163787,0.541669011
15K038,P.S. 038 The Pacific,2018-19,613,96,84,78,97,83,84,91,0,0,0,0,0,0,0,0.486133754,0.513866246,0.163132131,0.305057108,0.226753667,0.079934746,0.225122347,0.125611752,0.044045676,0.477977157,0.502399683
15K039,P.S. 039 Henry Bristow,2014-15,408,36,72,74,59,57,56,54,0,0,0,0,0,0,0,0.465686262,0.534313738,0.078431375,0.071078435,0.110294119,0.019607844,0.720588207,0.144607842,0.034313727,0.14705883,0.164620876
15K039,P.S. 039 Henry Bristow,2015-16,422,36,78,71,72,58,56,51,0,0,0,0,0,0,0,0.45497629,0.54502368,0.07109005,0.059241705,0.090047397,0.021327015,0.758293867,0.137440756,0.037914693,0.158767775,0.15228495
15K039,P.S. 039 Henry Bristow,2016-17,416,20,75,80,68,75,48,50,0,0,0,0,0,0,0,0.466346145,0.533653855,0.07692308,0.060096152,0.07932692,0.026442308,0.757211566,0.120192304,0.03125,0.132211536,0.149997592
15K039,P.S. 039 Henry Bristow,2017-18,410,0,63,75,83,77,61,51,0,0,0,0,0,0,0,0.48780489,0.51219511,0.075609758,0.058536585,0.080487803,0.029268293,0.756097555,0.126829267,0.048780486,0.13658537,0.181897566
15K039,P.S. 039 Henry Bristow,2018-19,412,0,74,61,79,75,69,54,0,0,0,0,0,0,0,0.519417465,0.480582535,0.080097087,0.043689322,0.087378643,0.019417476,0.769417465,0.104368933,0.041262135,0.133495152,0.148283973
15K051,M.S. 51 William Alexander,2014-15,1123,0,0,0,0,0,0,0,379,379,365,0,0,0,0,0.55921638,0.44078362,0.12021371,0.102404274,0.177203923,0.01335708,0.58682102,0.160284951,0.021371327,0.211932331,0.24296549
15K051,M.S. 51 William Alexander,2015-16,1128,0,0,0,0,0,0,0,377,375,376,0,0,0,0,0.556737602,0.443262398,0.123226948,0.100177303,0.185283691,0.023049645,0.568262398,0.170212761,0.019503547,0.242021278,0.240424529
15K051,M.S. 51 William Alexander,2016-17,1125,0,0,0,0,0,0,0,382,371,372,0,0,0,0,0.53955555,0.46044445,0.135111108,0.07377778,0.189333335,0.044444446,0.55733335,0.175999999,0.021333333,0.254222214,0.250654221
15K051,M.S. 51 William Alexander,2017-18,1136,0,0,0,0,0,0,0,388,379,369,0,0,0,0,0.559859157,0.439260572,0.163732395,0.075704224,0.204225346,0.046654928,0.509683073,0.176936626,0.022007043,0.293133795,0.333258808
15K051,M.S. 51 William Alexander,2018-19,1135,0,0,0,0,0,0,0,389,376,370,0,0,0,0,0.545374453,0.454625547,0.177973568,0.066079296,0.21057269,0.050220266,0.495154172,0.200881064,0.02290749,0.322466969,0.346012324
15K058,P.S. 058 The Carroll,2014-15,974,54,152,168,154,150,155,141,0,0,0,0,0,0,0,0.48151952,0.51848048,0.05544148,0.034907598,0.118069813,0.087268993,0.704312086,0.144763857,0.053388089,0.116016425,0.133650899
15K058,P.S. 058 The Carroll,2015-16,994,54,161,156,168,150,154,151,0,0,0,0,0,0,0,0.47987929,0.52012074,0.04024145,0.034205232,0.116700202,0.091549292,0.717303813,0.144869208,0.05331992,0.10663984,0.124778241
15K058,P.S. 058 The Carroll,2016-17,995,54,166,164,154,167,142,148,0,0,0,0,0,0,0,0.500502527,0.499497473,0.034170855,0.030150754,0.115577891,0.092462309,0.727638185,0.134673372,0.060301509,0.092462309,0.113523617
15K058,P.S. 058 The Carroll,2017-18,993,54,164,165,155,154,164,137,0,0,0,0,0,0,0,0.480362535,0.519637465,0.033232629,0.029204432,0.108761333,0.094662637,0.734138966,0.144008055,0.058408864,0.109768376,0.118061431
15K058,P.S. 058 The Carroll,2018-19,1009,54,177,157,162,154,149,156,0,0,0,0,0,0,0,0.490584731,0.509415269,0.03369673,0.020812687,0.106045589,0.096134789,0.743310213,0.121902876,0.044598613,0.118929632,0.112690479
15K088,J.H.S. 088 Peter Rouget,2014-15,1252,0,0,0,0,0,0,0,441,414,397,0,0,0,0,0.507188499,0.492811501,0.185303509,0.116613418,0.593450487,0.006389776,0.098242812,0.256389767,0.138977632,0.82188499,0.713178277
15K088,J.H.S. 088 Peter Rouget,2015-16,1267,0,0,0,0,0,0,0,439,416,412,0,0,0,0,0.485398591,0.514601409,0.181531176,0.112865038,0.595106542,0.005524862,0.104972377,0.272296757,0.117600635,0.793212295,0.685583651
15K088,J.H.S. 088 Peter Rouget,2016-17,1308,0,0,0,0,0,0,0,484,421,403,0,0,0,0,0.455657482,0.544342518,0.181192666,0.099388376,0.596330285,0.009174312,0.113914371,0.267584085,0.113914371,0.760703385,0.662069559
15K088,J.H.S. 088 Peter Rouget,2017-18,1350,0,0,0,0,0,0,0,474,466,410,0,0,0,0,0.446666658,0.553333342,0.19629629,0.110370368,0.565185189,0.008888889,0.119259261,0.245185181,0.127407402,0.812592566,0.778565168
15K088,J.H.S. 088 Peter Rouget,2018-19,1447,0,0,0,0,0,0,0,570,431,446,0,0,0,0,0.464409113,0.535590887,0.196268141,0.125777468,0.567380786,0.011748445,0.098825157,0.232895643,0.138908088,0.788527966,0.766435683
15K094,P.S. 094 The Henry Longfellow,2014-15,1508,0,254,255,266,262,244,227,0,0,0,0,0,0,0,0.523872674,0.476127326,0.584217489,0.00530504,0.393236071,0.00132626,0.01591512,0.08687003,0.617374003,0.973474801,0.841180265
15K094,P.S. 094 The Henry Longfellow,2015-16,1512,0,248,266,250,268,251,229,0,0,0,0,0,0,0,0.50859791,0.491402119,0.61441797,0.006613757,0.365740746,0.001322751,0.011904762,0.091269843,0.546957672,0.985449731,0.816525459
15K094,P.S. 094 The Henry Longfellow,2016-17,1437,0,222,247,258,224,247,239,0,0,0,0,0,0,0,0.502435625,0.497564375,0.647877514,0.006263048,0.330549747,0.000695894,0.014613778,0.084899098,0.594989538,0.981210828,0.778739035
15K094,P.S. 094 The Henry Longfellow,2017-18,1380,0,218,219,237,247,218,241,0,0,0,0,0,0,0,0.494927526,0.505072474,0.675362349,0.005072464,0.302173913,0.000724638,0.016666668,0.084057972,0.51449275,0.986231863,0.947845638
15K094,P.S. 094 The Henry Longfellow,2018-19,1283,0,216,224,204,202,235,202,0,0,0,0,0,0,0,0.476227582,0.523772418,0.696804345,0.00233827,0.282151222,0.003117693,0.015588464,0.083398283,0.487918943,0.988308668,0.934784114
15K107,P.S. 107 John W. Kimball,2014-15,571,0,97,103,95,98,90,88,0,0,0,0,0,0,0,0.520140111,0.479859889,0.05604203,0.057793345,0.11033275,0.022767074,0.753064811,0.113835379,0.008756568,0.078809105,0.090205237
15K107,P.S. 107 John W. Kimball,2015-16,572,0,96,90,105,95,99,87,0,0,0,0,0,0,0,0.545454562,0.454545468,0.06818182,0.036713287,0.103146851,0.022727273,0.769230783,0.12937063,0.013986014,0.080419578,0.077836543
15K107,P.S. 107 John W. Kimball,2016-17,578,0,99,97,88,104,95,95,0,0,0,0,0,0,0,0.538062274,0.461937726,0.083044983,0.039792389,0.091695502,0.017301038,0.768166065,0.129757792,0.019031141,0.076124564,0.06101384
15K107,P.S. 107 John W. Kimball,2017-18,567,0,101,90,91,89,100,96,0,0,0,0,0,0,0,0.511463821,0.488536149,0.095238097,0.037037037,0.105820104,0.02292769,0.738977075,0.146384478,0.019400353,0.079365082,0.092738979
15K107,P.S. 107 John W. Kimball,2018-19,551,0,96,97,88,92,87,91,0,0,0,0,0,0,0,0.517241359,0.482758611,0.090744101,0.041742288,0.108892925,0.023593467,0.735027194,0.148820326,0.027223231,0.090744101,0.093756802
15K118,The Maurice Sendak Community School,2014-15,169,71,50,48,0,0,0,0,0,0,0,0,0,0,0,0.508875728,0.491124272,0.088757396,0.071005918,0.118343197,0.130177513,0.591715991,0.136094674,0,0.088757396,0.080808654
15K118,The Maurice Sendak Community School,2015-16,218,67,52,51,48,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.055045873,0.100917429,0.096330278,0.137614682,0.610091746,0.142201841,0,0.096330278,0.11193487
15K118,The Maurice Sendak Community School,2016-17,285,68,69,51,49,48,0,0,0,0,0,0,0,0,0,0.473684222,0.526315808,0.06666667,0.105263159,0.136842102,0.094736844,0.596491218,0.105263159,0.010526316,0.087719299,0.12077193
15K118,The Maurice Sendak Community School,2017-18,307,48,52,70,47,45,45,0,0,0,0,0,0,0,0,0.478827357,0.521172643,0.084690556,0.114006512,0.114006512,0.104234524,0.583061874,0.117263846,0.009771987,0.140065148,0.13321498
15K118,The Maurice Sendak Community School,2018-19,345,18,76,60,63,43,44,41,0,0,0,0,0,0,0,0.492753625,0.507246375,0.098550722,0.098550722,0.127536237,0.086956523,0.588405788,0.121739127,0.017391304,0.173913047,0.154194206
15K124,P.S. 124 Silas B. Dutcher,2014-15,346,36,72,48,48,52,48,42,0,0,0,0,0,0,0,0.517341018,0.482658952,0.228323698,0.075144507,0.534682095,0.01734104,0.144508675,0.153179184,0.205202311,0.552023113,0.593492329
15K124,P.S. 124 Silas B. Dutcher,2015-16,341,30,69,63,45,40,52,42,0,0,0,0,0,0,0,0.574780047,0.425219953,0.217008799,0.058651026,0.513196468,0.035190616,0.175953075,0.199413493,0.175953075,0.519061565,0.56457746
15K124,P.S. 124 Silas B. Dutcher,2016-17,347,35,85,65,40,34,39,49,0,0,0,0,0,0,0,0.587896228,0.412103742,0.250720471,0.048991356,0.501440942,0.028818443,0.170028821,0.193083569,0.236311242,0.515850127,0.556567729
15K124,P.S. 124 Silas B. Dutcher,2017-18,344,47,87,55,47,37,31,40,0,0,0,0,0,0,0,0.54651165,0.45348838,0.264534891,0.034883723,0.526162803,0.031976745,0.142441854,0.197674423,0.229651168,0.677325606,0.707726717
15K124,P.S. 124 Silas B. Dutcher,2018-19,305,48,46,57,52,37,36,29,0,0,0,0,0,0,0,0.54426229,0.45573771,0.209836066,0.026229508,0.534426212,0.04262295,0.186885253,0.196721315,0.167213112,0.616393447,0.662088513
15K130,P.S. 130 The Parkside,2014-15,685,50,125,107,118,98,100,87,0,0,0,0,0,0,0,0.4861314,0.51386863,0.213138685,0.083211675,0.306569338,0.05109489,0.345985413,0.182481751,0.182481751,0.472992688,0.515956402
15K130,P.S. 130 The Parkside,2015-16,770,72,151,129,101,121,100,96,0,0,0,0,0,0,0,0.498701304,0.501298726,0.198701292,0.071428575,0.268831164,0.057142857,0.403896093,0.202597409,0.146753252,0.396103889,0.454486609
15K130,P.S. 130 The Parkside,2016-17,806,72,159,129,123,109,113,101,0,0,0,0,0,0,0,0.493796527,0.506203473,0.194789082,0.063275434,0.254342437,0.064516127,0.423076928,0.208436728,0.122828782,0.354838699,0.428769231
15K130,P.S. 130 The Parkside,2017-18,832,72,154,144,126,121,106,109,0,0,0,0,0,0,0,0.489182681,0.510817289,0.18509616,0.068509616,0.23677884,0.057692308,0.451923072,0.219951928,0.099759616,0.411057681,0.485146642
15K130,P.S. 130 The Parkside,2018-19,831,71,157,129,137,122,118,97,0,0,0,0,0,0,0,0.484957874,0.515042126,0.175691932,0.055354994,0.217809871,0.051744886,0.499398321,0.194945842,0.075812273,0.36101082,0.427660644
15K131,P.S. 131 Brooklyn,2014-15,1154,70,171,204,192,189,170,158,0,0,0,0,0,0,0,0.481802434,0.518197596,0.332755625,0.011265164,0.564991355,0.002599653,0.088388212,0.149046794,0.466204494,0.70450604,0.783195913
15K131,P.S. 131 Brooklyn,2015-16,1085,36,147,181,197,176,183,165,0,0,0,0,0,0,0,0.474654377,0.525345623,0.344700456,0.010138249,0.552995384,0.002764977,0.089400925,0.160368666,0.425806463,0.673732698,0.772047937
15K131,P.S. 131 Brooklyn,2016-17,1040,36,150,158,177,178,167,174,0,0,0,0,0,0,0,0.492307693,0.507692337,0.346153855,0.008653847,0.552884638,0.002884615,0.089423075,0.16538462,0.411538452,0.656730771,0.757441342
15K131,P.S. 131 Brooklyn,2017-18,999,35,155,152,153,180,170,154,0,0,0,0,0,0,0,0.502502501,0.497497499,0.339339346,0.014014014,0.55155158,0.008008008,0.087087087,0.181181177,0.369369358,0.870870888,0.907625616
15K131,P.S. 131 Brooklyn,2018-19,938,33,128,151,151,149,164,162,0,0,0,0,0,0,0,0.494669497,0.505330503,0.349680185,0.010660981,0.546908319,0.008528785,0.08422175,0.188699365,0.309168458,0.847547948,0.898886979
15K136,I.S. 136 Charles O. Dewey,2014-15,484,0,0,0,0,0,0,0,155,176,153,0,0,0,0,0.442148775,0.557851255,0.059917357,0.026859503,0.851239681,0.004132231,0.05785124,0.225206614,0.382231414,0.960743785,0.804073632
15K136,I.S. 136 Charles O. Dewey,2015-16,495,0,0,0,0,0,0,0,155,155,185,0,0,0,0,0.442424238,0.557575762,0.05858586,0.028282829,0.840404034,0.006060606,0.06666667,0.24040404,0.361616164,0.953535378,0.772444904
15K136,I.S. 136 Charles O. Dewey,2016-17,486,0,0,0,0,0,0,0,161,161,164,0,0,0,0,0.454732507,0.545267463,0.076131687,0.022633744,0.823045254,0.00617284,0.072016463,0.220164612,0.349794239,0.965020597,0.753086448
15K136,I.S. 136 Charles O. Dewey,2017-18,485,0,0,0,0,0,0,0,156,160,169,0,0,0,0,0.501030922,0.498969078,0.076288663,0.026804123,0.812371135,0.004123711,0.080412373,0.235051543,0.395876288,0.973195851,0.893909276
15K136,I.S. 136 Charles O. Dewey,2018-19,506,0,0,0,0,0,0,0,176,165,165,0,0,0,0,0.515810251,0.484189719,0.090909094,0.025691699,0.826086938,0.007905139,0.049407113,0.23517786,0.367588937,0.926877499,0.882980227
15K146,"The Brooklyn New School, P.S. 146",2014-15,659,36,100,104,104,111,100,104,0,0,0,0,0,0,0,0.487101674,0.512898326,0.060698029,0.244309559,0.218512893,0.065250382,0.411229134,0.298937798,0.024279211,0.289833069,0.331657887
15K146,"The Brooklyn New School, P.S. 146",2015-16,652,36,100,103,101,107,104,101,0,0,0,0,0,0,0,0.472392648,0.527607381,0.052147239,0.199386507,0.22392638,0.084355831,0.440184057,0.314417183,0.01993865,0.243865028,0.313772321
15K146,"The Brooklyn New School, P.S. 146",2016-17,666,54,101,100,109,91,110,101,0,0,0,0,0,0,0,0.495495498,0.504504502,0.055555556,0.193693697,0.231231228,0.090090089,0.429429442,0.312312305,0.025525525,0.279279292,0.307400912
15K146,"The Brooklyn New School, P.S. 146",2017-18,686,54,101,105,110,114,91,111,0,0,0,0,0,0,0,0.505830884,0.494169086,0.046647232,0.198250726,0.214285716,0.116618074,0.42419824,0.294460654,0.034985423,0.349854231,0.380475223
15K146,"The Brooklyn New School, P.S. 146",2018-19,694,54,100,106,110,117,119,88,0,0,0,0,0,0,0,0.514409244,0.485590786,0.046109509,0.181556195,0.227665707,0.135446683,0.409221888,0.291066289,0.041786745,0.334293962,0.364599437
15K154,The Windsor Terrace School,2014-15,547,0,121,98,88,81,84,75,0,0,0,0,0,0,0,0.52102375,0.47897622,0.069469832,0.032906763,0.195612431,0.069469832,0.63254112,0.180987209,0.060329068,0.179159045,0.207292736
15K154,The Windsor Terrace School,2015-16,534,0,86,117,89,83,78,81,0,0,0,0,0,0,0,0.531835198,0.468164802,0.061797753,0.026217228,0.194756553,0.073033705,0.644194782,0.177902624,0.048689138,0.16853933,0.194587141
15K154,The Windsor Terrace School,2016-17,530,0,96,84,116,84,76,74,0,0,0,0,0,0,0,0.524528325,0.475471705,0.067924529,0.02264151,0.175471693,0.067924529,0.666037738,0.179245278,0.049056605,0.147169814,0.171971694
15K154,The Windsor Terrace School,2017-18,514,0,79,95,79,107,79,75,0,0,0,0,0,0,0,0.501945496,0.498054475,0.058365759,0.021400778,0.175097272,0.062256809,0.682879388,0.192607,0.038910504,0.136186764,0.205367699
15K154,The Windsor Terrace School,2018-19,552,0,113,78,99,78,105,79,0,0,0,0,0,0,0,0.496376812,0.503623188,0.068840578,0.030797102,0.17572464,0.063405797,0.661231875,0.177536234,0.032608695,0.163043484,0.179150358
15K169,P.S. 169 Sunset Park,2014-15,1661,0,223,288,340,303,262,245,0,0,0,0,0,0,0,0.482239604,0.517760396,0.512943983,0.01384708,0.428055376,0.001806141,0.043347381,0.15532811,0.444912702,0.740517735,0.816556275
15K169,P.S. 169 Sunset Park,2015-16,1624,0,235,241,275,329,287,257,0,0,0,0,0,0,0,0.487068951,0.512931049,0.529556632,0.012931035,0.411330044,0.003694581,0.042487685,0.154556647,0.461206883,0.733374357,0.816285551
15K169,P.S. 169 Sunset Park,2016-17,1600,0,229,237,252,274,329,279,0,0,0,0,0,0,0,0.492500007,0.507499993,0.565625012,0.0125,0.375625014,0.004375,0.041875001,0.164375007,0.479999989,0.693750024,0.786063135
15K169,P.S. 169 Sunset Park,2017-18,1496,0,229,241,226,244,247,309,0,0,0,0,0,0,0,0.499331564,0.500668466,0.58622992,0.010695187,0.356283426,0.005347594,0.041443851,0.1724599,0.483288765,0.921791434,0.941683173
15K169,P.S. 169 Sunset Park,2018-19,1397,0,213,267,218,220,234,245,0,0,0,0,0,0,0,0.48031497,0.51968503,0.61632067,0.010021474,0.326413751,0.008589835,0.03865426,0.174659982,0.464566916,0.912670016,0.916508973
15K172,P.S. 172 Beacon School of Excellence,2014-15,597,54,87,88,101,90,96,81,0,0,0,0,0,0,0,0.462311566,0.537688434,0.061976548,0.040201005,0.772194326,0.003350084,0.122278057,0.262981564,0.247906193,0.876046896,0.696142793
15K172,P.S. 172 Beacon School of Excellence,2015-16,587,36,98,84,88,98,90,93,0,0,0,0,0,0,0,0.485519588,0.514480412,0.063032366,0.037478704,0.770017028,0.001703577,0.127768308,0.289608181,0.252129465,0.863713801,0.675920844
15K172,P.S. 172 Beacon School of Excellence,2016-17,594,40,101,98,90,82,95,88,0,0,0,0,0,0,0,0.5,0.5,0.070707068,0.037037037,0.75757575,0.011784512,0.122895621,0.296296299,0.25757575,0.843434334,0.639308095
15K172,P.S. 172 Beacon School of Excellence,2017-18,593,40,95,95,93,87,85,98,0,0,0,0,0,0,0,0.499156833,0.500843167,0.064080946,0.032040473,0.76391232,0.011804384,0.128161892,0.306914002,0.241146713,0.871838093,0.738956153
15K172,P.S. 172 Beacon School of Excellence,2018-19,578,40,95,89,94,91,87,82,0,0,0,0,0,0,0,0.501730084,0.498269886,0.077854671,0.038062282,0.731833935,0.006920415,0.145328715,0.297577858,0.245674744,0.844290674,0.692690313
15K230,P.S. 230 Doris L. Cohen,2014-15,1319,125,192,191,215,191,192,213,0,0,0,0,0,0,0,0.473843813,0.526156187,0.468536764,0.016679302,0.314632297,0.010614102,0.189537525,0.166793019,0.337376803,0.655799866,0.702762425
15K230,P.S. 230 Doris L. Cohen,2015-16,1210,72,195,183,194,209,176,181,0,0,0,0,0,0,0,0.471900821,0.528099179,0.470247924,0.014876033,0.319834709,0.014049587,0.180991739,0.177685946,0.304132223,0.642975211,0.704999983
15K230,P.S. 230 Doris L. Cohen,2016-17,1194,72,177,185,180,200,208,172,0,0,0,0,0,0,0,0.479899496,0.520100474,0.474874377,0.022613065,0.320770532,0.01675042,0.164991632,0.17085427,0.303182572,0.606365144,0.679042697
15K230,P.S. 230 Doris L. Cohen,2017-18,1168,72,175,178,173,176,195,199,0,0,0,0,0,0,0,0.477739722,0.522260249,0.450342476,0.018835617,0.339897275,0.016267123,0.174657539,0.171232879,0.277397275,0.723458886,0.76932019
15K230,P.S. 230 Doris L. Cohen,2018-19,1111,71,163,171,172,167,175,192,0,0,0,0,0,0,0,0.480648071,0.519351959,0.463546365,0.0180018,0.331233114,0.02070207,0.166516647,0.172817275,0.248424843,0.720072031,0.763027906
15K261,P.S. 261 Philip Livingston,2014-15,803,36,136,126,133,118,119,134,0,0,1,0,0,0,0,0.459526777,0.540473223,0.058530509,0.27895391,0.230386049,0.043586552,0.38854295,0.204234123,0.056039851,0.407222927,0.374028921
15K261,P.S. 261 Philip Livingston,2015-16,797,36,145,122,128,130,114,122,0,0,0,0,0,0,0,0.470514417,0.529485583,0.05144291,0.291091591,0.218318701,0.050188206,0.388958603,0.209535763,0.05144291,0.410288572,0.376303762
15K261,P.S. 261 Philip Livingston,2016-17,772,36,121,143,117,124,124,107,0,0,0,0,0,0,0,0.467616588,0.532383442,0.068652853,0.262953371,0.209844559,0.051813472,0.406735748,0.202072546,0.042746115,0.401554406,0.343760371
15K261,P.S. 261 Philip Livingston,2017-18,803,37,140,117,135,121,130,123,0,0,0,0,0,0,0,0.478206724,0.521793246,0.078455791,0.229140729,0.184308842,0.05479452,0.453300118,0.185554177,0.0498132,0.368617684,0.376986295
15K261,P.S. 261 Philip Livingston,2018-19,794,36,143,125,118,126,122,124,0,0,0,0,0,0,0,0.469773293,0.530226707,0.075566754,0.207808569,0.183879092,0.055415615,0.477329969,0.176322415,0.042821158,0.345088154,0.34484762
15K295,P.S. 295,2014-15,519,36,80,85,94,83,79,62,0,0,0,0,0,0,0,0.481695563,0.518304408,0.119460501,0.075144507,0.466281325,0.044315994,0.294797689,0.252408475,0.181117535,0.447013497,0.516437113
15K295,P.S. 295,2015-16,489,34,69,69,71,92,77,77,0,0,0,0,0,0,0,0.474437624,0.525562346,0.110429451,0.055214725,0.468302667,0.049079753,0.316973418,0.269938648,0.163599178,0.404907972,0.489599645
15K295,P.S. 295,2016-17,466,34,63,68,57,77,90,77,0,0,0,0,0,0,0,0.482832611,0.517167389,0.122317597,0.057939913,0.463519305,0.05364807,0.302575111,0.283261806,0.133047208,0.401287556,0.477843344
15K295,P.S. 295,2017-18,452,35,69,69,66,55,67,91,0,0,0,0,0,0,0,0.484513283,0.515486717,0.10840708,0.053097345,0.435840696,0.053097345,0.349557519,0.311946899,0.11061947,0.442477882,0.522318602
15K295,P.S. 295,2018-19,431,35,66,74,61,71,58,66,0,0,0,0,0,0,0,0.468677491,0.531322479,0.099767983,0.069605567,0.399071932,0.055684455,0.375870079,0.30858469,0.090487242,0.389791191,0.503570735
15K321,P.S. 321 William Penn,2014-15,1472,0,260,241,266,258,239,208,0,0,0,0,0,0,0,0.508152187,0.491847813,0.064538047,0.048233695,0.082880437,0.053668477,0.750679374,0.137907609,0.014945652,0.079483695,0.092247561
15K321,P.S. 321 William Penn,2015-16,1459,0,233,258,229,254,255,230,0,0,0,0,0,0,0,0.496230304,0.503769696,0.065798491,0.043180261,0.079506509,0.058259081,0.753255665,0.143934205,0.019876627,0.076764904,0.077184848
15K321,P.S. 321 William Penn,2016-17,1452,0,250,235,251,226,252,238,0,0,0,0,0,0,0,0.498622596,0.501377404,0.061294764,0.040633608,0.072314046,0.05785124,0.767906308,0.144628093,0.0261708,0.068870522,0.066237606
15K321,P.S. 321 William Penn,2017-18,1421,0,214,258,231,248,228,242,0,0,0,0,0,0,0,0.503870487,0.496129483,0.058409572,0.034482758,0.064743139,0.067558058,0.774806499,0.145672068,0.021815622,0.075299084,0.068729766
15K321,P.S. 321 William Penn,2018-19,1381,0,235,233,238,224,230,221,0,0,0,0,0,0,0,0.502534389,0.497465611,0.060101375,0.027516292,0.0615496,0.083997101,0.76683563,0.131788552,0.02172339,0.086169444,0.066217393
15K423,Brooklyn Frontiers High School,2014-15,186,0,0,0,0,0,0,0,0,0,0,79,57,21,29,0.516129017,0.483870953,0,0.784946263,0.209677413,0,0.005376344,0.440860212,0.032258064,0.876344085,0.742915332
15K423,Brooklyn Frontiers High School,2015-16,176,0,0,0,0,0,0,0,0,0,0,101,38,28,9,0.471590906,0.528409064,0,0.778409064,0.19886364,0,0.022727273,0.477272719,0.045454547,0.892045438,0.732790589
15K423,Brooklyn Frontiers High School,2016-17,173,0,0,0,0,0,0,0,0,0,0,104,31,15,23,0.450867057,0.549132943,0,0.780346811,0.184971094,0.01734104,0.01734104,0.49710983,0.05202312,0.890173435,0.761514425
15K423,Brooklyn Frontiers High School,2017-18,168,0,0,0,0,0,0,0,0,0,0,83,44,28,13,0.458333343,0.541666687,0,0.77976191,0.190476194,0.011904762,0.017857144,0.505952358,0.05952381,0.922619045,0.834345222
15K423,Brooklyn Frontiers High School,2018-19,184,0,0,0,0,0,0,0,0,0,0,34,53,74,23,0.494565219,0.505434811,0.021739131,0.646739125,0.315217406,0.010869565,0.005434783,0.418478251,0.048913043,0.880434811,0.781750023
15K429,Digital Arts and Cinema Technology High School,2014-15,250,0,0,0,0,0,0,0,27,21,36,54,45,34,33,0.39199999,0.60799998,0.016000001,0.54400003,0.388000011,0.004,0.048,0.344000012,0.071999997,0.860000014,0.760010123
15K429,Digital Arts and Cinema Technology High School,2015-16,223,0,0,0,0,0,0,0,0,31,23,64,49,22,34,0.403587431,0.596412539,0.031390134,0.538116574,0.390134543,0,0.040358745,0.313901335,0.071748883,0.852017939,0.742850065
15K429,Digital Arts and Cinema Technology High School,2016-17,190,0,0,0,0,0,0,0,0,0,29,59,56,22,24,0.436842114,0.563157916,0.031578947,0.573684216,0.368421048,0,0.02631579,0.284210533,0.031578947,0.905263186,0.767763138
15K429,Digital Arts and Cinema Technology High School,2017-18,206,0,0,0,0,0,0,0,0,0,0,103,37,41,25,0.432038844,0.567961156,0.038834952,0.577669919,0.320388347,0.019417476,0.043689322,0.228155345,0.019417476,0.810679615,0.795422316
15K429,Digital Arts and Cinema Technology High School,2018-19,246,0,0,0,0,0,0,0,0,0,0,89,85,30,42,0.439024389,0.560975611,0.036585364,0.548780501,0.345528454,0.016260162,0.05284553,0.215447158,0.00406504,0.800813019,0.738268316
15K442,M.S. 442 Carroll Gardens School for Innovation,2014-15,193,0,0,0,0,0,0,0,61,73,59,0,0,0,0,0.424870461,0.575129509,0.056994818,0.347150266,0.44559586,0.015544041,0.134715021,0.419689119,0.093264252,0.740932643,0.670729041
