DBN,School,Year,Total Enrollment,Num_PK,Num_K,Num_G1,Num_G2,Num_G3,Num_G4,Num_G5,Num_G6,Num_G7,Num_G8,Num_G9,Num_G10,Num_G11,Num_G12,Female,Male,Asian,Black,Hispanic,Multiple,White,Disability,ELL,Poverty,Need_Index
02M560,High School M560 - City As School,2016-17,616,0,0,0,0,0,0,0,0,0,0,1,44,285,286,0.574675322,0.425324678,0.037337661,0.381493509,0.43344155,0.016233766,0.131493509,0.201298699,0.03409091,0.465909094,0.55233115
02M560,High School M560 - City As School,2017-18,627,0,0,0,0,0,0,0,0,0,0,0,85,253,289,0.547049463,0.452950567,0.046251994,0.373205751,0.421052635,0.023923445,0.13556619,0.202551827,0.030303031,0.649122834,0.70798564
02M560,High School M560 - City As School,2018-19,602,0,0,0,0,0,0,0,0,0,0,0,66,281,255,0.536544859,0.463455141,0.04152824,0.348837197,0.441860467,0.019933555,0.14784053,0.232558146,0.036544852,0.661129594,0.704991639
02M565,Urban Academy Laboratory High School,2014-15,162,0,0,0,0,0,0,0,0,0,0,19,48,79,16,0.586419761,0.413580239,0.08024691,0.314814806,0.333333343,0.018518519,0.253086418,0.055555556,0.00617284,0.462962955,0.432695925
02M565,Urban Academy Laboratory High School,2015-16,159,0,0,0,0,0,0,0,0,0,0,19,47,82,11,0.647798717,0.352201253,0.075471699,0.283018857,0.333333343,0.012578616,0.295597494,0.050314464,0,0.553459108,0.454789579
02M565,Urban Academy Laboratory High School,2016-17,166,0,0,0,0,0,0,0,0,0,0,7,53,95,11,0.632530093,0.367469877,0.066265061,0.271084338,0.361445785,0.012048192,0.289156616,0.108433738,0,0.548192799,0.452530116
02M565,Urban Academy Laboratory High School,2017-18,160,0,0,0,0,0,0,0,0,0,0,11,29,106,14,0.625,0.375,0.043749999,0.306250006,0.375,0.0125,0.262499988,0.131249994,0,0.59375,0.546700001
02M565,Urban Academy Laboratory High School,2018-19,147,0,0,0,0,0,0,0,0,0,0,13,25,93,16,0.578231275,0.421768695,0.06122449,0.340136051,0.319727898,0.027210884,0.25170067,0.142857149,0.006802721,0.585034013,0.527210891
02M570,Satellite Academy High School,2014-15,266,0,0,0,0,0,0,0,0,0,0,179,25,61,1,0.556391001,0.443609029,0.018796992,0.312030077,0.63909775,0.003759399,0.02631579,0.16165413,0.045112781,0.883458674,0.736054897
02M570,Satellite Academy High School,2015-16,266,0,0,0,0,0,0,0,0,0,0,252,2,12,0,0.533834577,0.466165423,0.007518797,0.330827057,0.642857134,0.007518797,0.011278195,0.214285716,0.052631579,0.872180462,0.724296987
02M570,Satellite Academy High School,2016-17,280,0,0,0,0,0,0,0,0,0,0,274,1,2,3,0.58214283,0.41785714,0.007142857,0.360714287,0.596428573,0.007142857,0.028571429,0.18928571,0.053571429,0.774999976,0.702885687
02M570,Satellite Academy High School,2017-18,298,0,0,0,0,0,0,0,0,0,0,295,1,1,1,0.590604007,0.409395963,0.003355705,0.382550329,0.57718122,0.010067114,0.026845638,0.214765102,0.043624163,0.778523505,0.842580557
02M570,Satellite Academy High School,2018-19,285,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0.589473665,0.410526305,0.003508772,0.340350866,0.61403507,0.01754386,0.024561403,0.270175427,0.073684208,0.757894754,0.821638584
02M575,Manhattan Comprehensive Night and Day High School,2014-15,733,0,0,0,0,0,0,0,0,0,0,0,219,246,268,0.517053187,0.482946783,0.197817191,0.356070936,0.394270122,0.005457026,0.046384722,0.054570258,0.473396987,0.881309688,0.77883637
02M575,Manhattan Comprehensive Night and Day High School,2015-16,745,0,0,0,0,0,0,0,0,0,0,1,253,258,233,0.464429528,0.535570443,0.234899327,0.299328864,0.394630879,0.013422819,0.057718121,0.064429529,0.487248331,0.887248337,0.791954756
02M575,Manhattan Comprehensive Night and Day High School,2016-17,764,0,0,0,0,0,0,0,0,0,0,0,266,311,187,0.433246076,0.566753924,0.244764403,0.299738228,0.38874346,0.011780105,0.054973822,0.074607328,0.509162307,0.845549762,0.793329835
02M575,Manhattan Comprehensive Night and Day High School,2017-18,722,0,0,0,0,0,0,0,0,0,0,0,276,283,163,0.422437668,0.577562332,0.227146819,0.299168974,0.400277019,0.013850415,0.059556786,0.078947365,0.526315808,0.934903026,0.905657887
02M575,Manhattan Comprehensive Night and Day High School,2018-19,711,0,0,0,0,0,0,0,0,0,0,0,265,277,169,0.441631496,0.558368504,0.21659635,0.300984532,0.424753875,0.014064698,0.043600563,0.101265825,0.526019692,0.888888896,0.918266594
02M580,Richard R. Green High School of Teaching,2014-15,566,0,0,0,0,0,0,0,0,0,0,220,166,84,96,0.662544191,0.337455839,0.060070671,0.318021208,0.586572409,0.015901061,0.019434629,0.242049471,0.051236749,0.853356898,0.766317129
02M580,Richard R. Green High School of Teaching,2015-16,532,0,0,0,0,0,0,0,0,0,0,199,166,89,78,0.691729307,0.308270663,0.071428575,0.312030077,0.577067673,0.016917294,0.022556391,0.223684207,0.046992481,0.821428597,0.776002765
02M580,Richard R. Green High School of Teaching,2016-17,534,0,0,0,0,0,0,0,0,0,0,210,133,97,94,0.67602998,0.32397005,0.069288388,0.271535575,0.593632936,0.035580523,0.029962547,0.176029965,0.039325844,0.844569266,0.733500004
02M580,Richard R. Green High School of Teaching,2017-18,499,0,0,0,0,0,0,0,0,0,0,168,155,84,92,0.665330648,0.332665324,0.072144292,0.250501007,0.603206396,0.048096191,0.026052104,0.182364732,0.044088177,0.84769541,0.790430844
02M580,Richard R. Green High School of Teaching,2018-19,429,0,0,0,0,0,0,0,0,0,0,100,119,109,101,0.668997645,0.331002325,0.062937066,0.272727281,0.575757563,0.055944055,0.032634031,0.191142187,0.041958041,0.820512831,0.763135493
02M586,Harvey Milk High School,2014-15,64,0,0,0,0,0,0,0,0,0,0,3,10,17,34,0.546875,0.453125,0,0.4375,0.5,0.015625,0.046875,0.234375,0,0.828125,0.736785889
02M586,Harvey Milk High School,2015-16,61,0,0,0,0,0,0,0,0,0,0,8,10,15,28,0.508196712,0.491803288,0.032786883,0.360655725,0.524590135,0,0.081967212,0.426229507,0.049180329,0.819672108,0.766890824
02M586,Harvey Milk High School,2016-17,74,0,0,0,0,0,0,0,0,0,0,8,17,21,28,0.594594598,0.405405402,0.027027028,0.297297299,0.581081092,0.013513514,0.081081077,0.405405402,0.040540539,0.810810804,0.716878355
02M586,Harvey Milk High School,2017-18,64,0,0,0,0,0,0,0,0,0,0,2,18,19,25,0.5625,0.4375,0.015625,0.1875,0.703125,0,0.09375,0.421875,0.0625,0.921875,0.869421899
02M586,Harvey Milk High School,2018-19,63,0,0,0,0,0,0,0,0,0,0,1,11,22,29,0.587301612,0.412698418,0.015873017,0.206349209,0.650793672,0,0.126984134,0.365079373,0.031746034,0.873015881,0.841365099
02M600,The High School of Fashion Industries,2014-15,1770,0,0,0,0,0,0,0,0,0,0,498,483,440,349,0.930508494,0.069491528,0.049152542,0.362711877,0.538983047,0.011299435,0.037853107,0.138983056,0.022033898,0.8237288,0.653393805
02M600,The High School of Fashion Industries,2015-16,1798,0,0,0,0,0,0,0,0,0,0,496,468,392,442,0.93381536,0.066184647,0.05061179,0.374304771,0.526140153,0.013348165,0.035595104,0.158509448,0.025583982,0.82536149,0.674007595
02M600,The High School of Fashion Industries,2016-17,1671,0,0,0,0,0,0,0,0,0,0,488,428,381,374,0.938958704,0.061041292,0.062238179,0.365050882,0.514661908,0.015559545,0.042489529,0.15918611,0.029922202,0.832435668,0.668925166
02M600,The High School of Fashion Industries,2017-18,1590,0,0,0,0,0,0,0,0,0,0,481,416,325,368,0.920125782,0.079245284,0.059748426,0.332075477,0.553459108,0.010691823,0.044025157,0.16352202,0.032704402,0.837106943,0.762039006
02M600,The High School of Fashion Industries,2018-19,1577,0,0,0,0,0,0,0,0,0,0,531,399,330,317,0.915028512,0.084971465,0.05389981,0.31071654,0.564362705,0.018389346,0.052631579,0.168040588,0.032339886,0.807863057,0.751827538
02M605,Humanities Preparatory Academy,2014-15,209,0,0,0,0,0,0,0,0,0,0,52,44,45,68,0.531100452,0.468899518,0.038277511,0.287081331,0.545454562,0.038277511,0.090909094,0.1291866,0.033492822,0.741626799,0.716409445
02M605,Humanities Preparatory Academy,2015-16,209,0,0,0,0,0,0,0,0,0,0,55,70,41,43,0.545454562,0.454545468,0.057416268,0.239234447,0.564593315,0.052631579,0.086124405,0.157894731,0.043062203,0.741626799,0.702083409
02M605,Humanities Preparatory Academy,2016-17,225,0,0,0,0,0,0,0,0,0,0,56,67,54,48,0.50222224,0.49777779,0.062222224,0.275555551,0.537777781,0.039999999,0.084444441,0.200000003,0.039999999,0.76444447,0.664751112
02M605,Humanities Preparatory Academy,2017-18,235,0,0,0,0,0,0,0,0,0,0,56,61,58,60,0.548936188,0.451063842,0.072340429,0.221276596,0.612765968,0.021276595,0.072340429,0.187234044,0.034042552,0.829787254,0.771089375
02M605,Humanities Preparatory Academy,2018-19,245,0,0,0,0,0,0,0,0,0,0,62,64,51,68,0.534693897,0.465306133,0.06122449,0.216326535,0.620408177,0.028571429,0.073469386,0.20408164,0.03265306,0.795918345,0.733608186
02M615,Chelsea Career and Technical Education High School,2014-15,439,0,0,0,0,0,0,0,0,0,0,131,113,102,93,0.396355361,0.603644669,0.082004555,0.287015945,0.571753979,0.025056947,0.034168564,0.191343963,0.027334852,0.87927109,0.726619244
02M615,Chelsea Career and Technical Education High School,2015-16,435,0,0,0,0,0,0,0,0,0,0,149,105,92,89,0.377011508,0.622988522,0.103448279,0.266666681,0.567816079,0.025287356,0.036781609,0.188505754,0.016091954,0.866666675,0.712909937
02M615,Chelsea Career and Technical Education High School,2016-17,437,0,0,0,0,0,0,0,0,0,0,158,105,95,79,0.334096104,0.665903866,0.112128146,0.215102971,0.597253978,0.025171624,0.050343249,0.192219675,0.034324944,0.883295178,0.689416468
02M615,Chelsea Career and Technical Education High School,2017-18,430,0,0,0,0,0,0,0,0,0,0,149,115,83,83,0.300000012,0.697674394,0.106976748,0.220930234,0.604651153,0.027906977,0.039534885,0.18837209,0.039534885,0.888372064,0.794427931
02M615,Chelsea Career and Technical Education High School,2018-19,451,0,0,0,0,0,0,0,0,0,0,149,128,94,80,0.261640787,0.738359213,0.135254994,0.20399113,0.607538819,0.017738359,0.035476718,0.206208423,0.039911307,0.780487776,0.766465604
02M630,Art and Design High School,2014-15,1476,0,0,0,0,0,0,0,0,0,0,490,418,348,220,0.58739835,0.41260162,0.084688351,0.240514904,0.549457967,0.018292682,0.107046068,0.166666672,0.012195121,0.691734433,0.553189814
02M630,Art and Design High School,2015-16,1442,0,0,0,0,0,0,0,0,0,0,452,431,309,250,0.587378621,0.412621349,0.079750344,0.214979202,0.557558954,0.02704577,0.120665744,0.175450757,0.010402219,0.656726778,0.538977087
02M630,Art and Design High School,2016-17,1447,0,0,0,0,0,0,0,0,0,0,490,355,346,256,0.605390489,0.394609541,0.073946096,0.198341399,0.537664115,0.045611609,0.144436762,0.203178987,0.01105736,0.659986198,0.503733933
02M630,Art and Design High School,2017-18,1447,0,0,0,0,0,0,0,0,0,0,376,417,402,252,0.6351071,0.36489287,0.069108501,0.167242572,0.564616442,0.049758121,0.149274364,0.216309607,0.00691085,0.641326904,0.5782426
02M630,Art and Design High School,2018-19,1478,0,0,0,0,0,0,0,0,0,0,437,379,375,287,0.661028445,0.338971585,0.084573746,0.148173213,0.538565636,0.05548038,0.17320703,0.212449253,0.00811908,0.555480361,0.562832773
02M655,Life Sciences Secondary School,2014-15,697,0,0,0,0,0,0,0,28,35,33,164,142,142,153,0.502152085,0.497847915,0.037302725,0.291248202,0.622668564,0.017216643,0.031563845,0.197991386,0.068866573,0.750358701,0.760701716
02M655,Life Sciences Secondary School,2015-16,616,0,0,0,0,0,0,0,19,24,36,168,156,103,110,0.482142866,0.517857134,0.048701297,0.310064942,0.599025965,0.024350649,0.017857144,0.22402598,0.066558443,0.740259767,0.747779906
02M655,Life Sciences Secondary School,2016-17,632,0,0,0,0,0,0,0,28,17,21,203,172,84,107,0.490506321,0.509493649,0.047468353,0.303797454,0.58544302,0.03164557,0.03164557,0.215189874,0.085443035,0.729430377,0.743093371
02M655,Life Sciences Secondary School,2017-18,574,0,0,0,0,0,0,0,11,22,21,168,160,88,104,0.51219511,0.48780489,0.066202089,0.290940762,0.587108016,0.022648083,0.033101045,0.216027871,0.090592332,0.827526152,0.854912877
02M655,Life Sciences Secondary School,2018-19,425,0,0,0,0,0,0,0,0,0,0,84,156,96,89,0.501176476,0.498823524,0.070588239,0.256470591,0.618823528,0.016470589,0.037647057,0.216470584,0.103529409,0.788235307,0.848357618
02M896,Lower Manhattan Community Middle School,2014-15,366,0,0,0,0,0,0,0,127,132,107,0,0,0,0,0.475409836,0.524590135,0.401639342,0.136612028,0.207650274,0.035519127,0.218579233,0.281420767,0.084699452,0.598360658,0.552443504
02M896,Lower Manhattan Community Middle School,2015-16,388,0,0,0,0,0,0,0,131,129,128,0,0,0,0,0.510309279,0.489690721,0.40206185,0.092783503,0.198453605,0.033505153,0.273195863,0.278350502,0.077319585,0.556701005,0.506854415
02M896,Lower Manhattan Community Middle School,2016-17,386,0,0,0,0,0,0,0,126,133,127,0,0,0,0,0.518134713,0.481865287,0.440414518,0.095854923,0.165803105,0.023316063,0.274611413,0.253886014,0.080310881,0.575129509,0.49789378
02M896,Lower Manhattan Community Middle School,2017-18,385,0,0,0,0,0,0,0,132,124,129,0,0,0,0,0.527272701,0.472727269,0.425974011,0.109090909,0.166233763,0.023376623,0.275324672,0.285714298,0.062337663,0.592207789,0.586335063
02M896,Lower Manhattan Community Middle School,2018-19,385,0,0,0,0,0,0,0,133,127,125,0,0,0,0,0.516883135,0.483116895,0.431168824,0.101298705,0.158441558,0.038961038,0.270129859,0.283116877,0.05974026,0.545454562,0.538327277
02M933,City Knoll Middle School,2014-15,79,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0.632911384,0.367088616,0.075949363,0.215189874,0.481012672,0.037974682,0.189873412,0.367088616,0.06329114,0.721518993,0.593084931
02M933,City Knoll Middle School,2015-16,157,0,0,0,0,0,0,0,75,82,0,0,0,0,0,0.579617858,0.420382172,0.095541403,0.197452232,0.471337587,0.038216561,0.197452232,0.286624193,0.076433122,0.681528687,0.550849617
02M933,City Knoll Middle School,2016-17,247,0,0,0,0,0,0,0,85,74,88,0,0,0,0,0.570850194,0.429149806,0.101214573,0.19838056,0.502024293,0.032388665,0.165991902,0.336032391,0.080971658,0.748987854,0.540959537
02M933,City Knoll Middle School,2017-18,236,0,0,0,0,0,0,0,74,85,77,0,0,0,0,0.5,0.5,0.097457625,0.254237294,0.508474588,0.042372882,0.097457625,0.300847471,0.088983051,0.758474588,0.701898277
02M933,City Knoll Middle School,2018-19,175,0,0,0,0,0,0,0,34,57,84,0,0,0,0,0.451428562,0.548571408,0.079999998,0.251428574,0.571428597,0.039999999,0.057142857,0.319999993,0.114285715,0.822857141,0.744091451
03M009,P.S. 009 Sarah Anderson,2014-15,658,36,101,101,103,90,118,109,0,0,0,0,0,0,0,0.512158036,0.487841934,0.082066871,0.044072948,0.214285716,0.041033436,0.618541062,0.153495446,0.033434652,0.214285716,0.206565425
03M009,P.S. 009 Sarah Anderson,2015-16,611,18,107,102,101,98,79,106,0,0,0,0,0,0,0,0.520458281,0.479541749,0.08510638,0.049099836,0.212765962,0.058919802,0.594108045,0.170212761,0.027823241,0.202945992,0.189870596
03M009,P.S. 009 Sarah Anderson,2016-17,600,18,95,114,108,97,99,69,0,0,0,0,0,0,0,0.508333325,0.491666675,0.085000001,0.055,0.193333328,0.078333333,0.588333309,0.173333332,0.033333335,0.196666673,0.178876668
03M009,P.S. 009 Sarah Anderson,2017-18,619,18,101,98,108,104,100,90,0,0,0,0,0,0,0,0.4927302,0.5072698,0.084006459,0.048465267,0.180936992,0.085621968,0.600969315,0.184168011,0.024232633,0.214862674,0.195998386
03M009,P.S. 009 Sarah Anderson,2018-19,611,18,100,101,93,114,104,81,0,0,0,0,0,0,0,0.482815057,0.517184913,0.08510638,0.047463175,0.181669399,0.093289688,0.592471361,0.181669399,0.022913257,0.220949262,0.180049583
03M054,J.H.S. 054 Booker T. Washington,2014-15,813,0,0,0,0,0,0,0,277,282,254,0,0,0,0,0.484624833,0.515375137,0.055350553,0.095940962,0.138991386,0.063960642,0.645756483,0.121771216,0.012300123,0.209102094,0.218898341
03M054,J.H.S. 054 Booker T. Washington,2015-16,850,0,0,0,0,0,0,0,308,260,282,0,0,0,0,0.469411761,0.53058821,0.08705882,0.081176467,0.11647059,0.071764708,0.643529415,0.128235295,0.016470589,0.181176469,0.190161392
03M054,J.H.S. 054 Booker T. Washington,2016-17,850,0,0,0,0,0,0,0,310,290,250,0,0,0,0,0.470588237,0.529411793,0.114117645,0.076470591,0.127058819,0.06235294,0.620000005,0.11647059,0.012941176,0.130588233,0.159350589
03M054,J.H.S. 054 Booker T. Washington,2017-18,852,0,0,0,0,0,0,0,275,295,282,0,0,0,0,0.496478885,0.503521144,0.110328637,0.085680753,0.146713614,0.079812206,0.577464759,0.117370889,0.01056338,0.237089202,0.219357982
03M054,J.H.S. 054 Booker T. Washington,2018-19,867,0,0,0,0,0,0,0,313,257,297,0,0,0,0,0.514417529,0.485582471,0.115340255,0.079584777,0.155709341,0.087658592,0.56170702,0.137254909,0.011534025,0.193771631,0.225063443
03M075,P.S. 075 Emily Dickinson,2014-15,566,0,102,94,87,87,90,106,0,0,0,0,0,0,0,0.445229679,0.554770291,0.031802122,0.249116614,0.528268576,0.024734983,0.166077733,0.284452289,0.139575973,0.685512364,0.588749111
03M075,P.S. 075 Emily Dickinson,2015-16,569,0,102,118,91,92,81,85,0,0,0,0,0,0,0,0.460456938,0.539543033,0.015817223,0.233743414,0.564147651,0.026362039,0.159929708,0.31634447,0.131810188,0.702987671,0.614610374
03M075,P.S. 075 Emily Dickinson,2016-17,575,0,86,104,112,93,98,82,0,0,0,0,0,0,0,0.450434774,0.549565196,0.024347827,0.231304348,0.549565196,0.03652174,0.158260867,0.349565208,0.140869558,0.723478258,0.621137381
03M075,P.S. 075 Emily Dickinson,2017-18,560,0,79,91,94,107,98,91,0,0,0,0,0,0,0,0.458928585,0.541071415,0.021428572,0.214285716,0.58214283,0.039285716,0.142857149,0.400000006,0.153571427,0.735714257,0.687705338
03M075,P.S. 075 Emily Dickinson,2018-19,548,0,81,76,90,89,112,100,0,0,0,0,0,0,0,0.44890511,0.55109489,0.025547445,0.217153281,0.552919686,0.034671534,0.169708028,0.399635047,0.153284669,0.700729907,0.663729906
03M076,P.S. 076 A. Philip Randolph,2014-15,520,56,60,54,47,51,41,50,49,59,53,0,0,0,0,0.509615362,0.490384609,0.003846154,0.784615397,0.182692304,0.005769231,0.023076924,0.182692304,0.092307694,0.90192306,0.832751751
03M076,P.S. 076 A. Philip Randolph,2015-16,503,49,53,48,45,51,49,44,57,49,58,0,0,0,0,0.526838958,0.473161042,0.007952286,0.795228601,0.163021863,0.003976143,0.029821074,0.202783301,0.093439363,0.920477152,0.847384572
03M076,P.S. 076 A. Philip Randolph,2016-17,508,38,55,53,48,56,48,49,55,57,49,0,0,0,0,0.51968503,0.48031497,0,0.775590539,0.188976377,0.005905512,0.02952756,0.212598428,0.084645666,0.938976407,0.868655503
03M076,P.S. 076 A. Philip Randolph,2017-18,472,36,36,52,40,43,55,42,53,57,58,0,0,0,0,0.523305058,0.476694912,0.004237288,0.752118647,0.213983044,0.002118644,0.027542373,0.247881353,0.086864404,0.966101706,0.919415236
03M076,P.S. 076 A. Philip Randolph,2018-19,443,38,37,32,49,31,40,47,49,61,59,0,0,0,0,0.532731354,0.467268616,0.002257336,0.733634293,0.230248302,0.006772009,0.027088037,0.239277646,0.076749437,0.952595949,0.905873597
03M084,P.S. 084 Lillian Weber,2014-15,521,36,98,94,87,76,71,59,0,0,0,0,0,0,0,0.522072911,0.477927059,0.015355086,0.147792712,0.447216898,0.038387716,0.351247609,0.178502873,0.094049901,0.531669855,0.475229114
03M084,P.S. 084 Lillian Weber,2015-16,552,36,85,109,98,75,75,74,0,0,0,0,0,0,0,0.505434811,0.494565219,0.025362318,0.132246375,0.422101438,0.041666668,0.378623188,0.170289859,0.097826086,0.498188406,0.450887084
03M084,P.S. 084 Lillian Weber,2016-17,565,36,102,91,103,89,78,66,0,0,0,0,0,0,0,0.532743335,0.467256635,0.03539823,0.109734513,0.407079637,0.04778761,0.400000006,0.184070796,0.084955752,0.472566366,0.42871505
03M084,P.S. 084 Lillian Weber,2017-18,656,105,96,90,93,107,83,82,0,0,0,0,0,0,0,0.553353667,0.446646333,0.035060976,0.08079268,0.356707305,0.051829267,0.47560975,0.146341458,0.07164634,0.405487806,0.440096051
03M084,P.S. 084 Lillian Weber,2018-19,663,97,110,99,86,90,100,81,0,0,0,0,0,0,0,0.544494748,0.455505282,0.040723983,0.070889898,0.32428357,0.057315234,0.50678736,0.162895933,0.069381602,0.374057323,0.392888218
03M087,P.S. 087 William Sherman,2014-15,875,18,137,151,139,128,136,166,0,0,0,0,0,0,0,0.504000008,0.495999992,0.069714285,0.048,0.147428572,0.081142858,0.653714299,0.178285718,0.036571428,0.09142857,0.095053032
03M087,P.S. 087 William Sherman,2015-16,852,18,162,145,150,136,122,119,0,0,0,0,0,0,0,0.50234741,0.49765259,0.06807512,0.049295776,0.147887319,0.095070422,0.639671385,0.186619714,0.037558686,0.070422538,0.091214612
03M087,P.S. 087 William Sherman,2016-17,877,19,140,163,148,155,135,117,0,0,0,0,0,0,0,0.494868875,0.505131125,0.067274801,0.059293043,0.145952106,0.099201821,0.628278196,0.190421894,0.033067275,0.090079814,0.10341049
03M087,P.S. 087 William Sherman,2017-18,877,18,136,142,162,149,155,115,0,0,0,0,0,0,0,0.503990889,0.496009111,0.074116305,0.039908782,0.136830106,0.103762828,0.645381987,0.200684145,0.028506272,0.11630559,0.120003417
03M087,P.S. 087 William Sherman,2018-19,898,18,147,136,147,164,154,132,0,0,0,0,0,0,0,0.526726067,0.473273933,0.077950999,0.0311804,0.144766152,0.095768377,0.65033406,0.1792873,0.030066814,0.097995542,0.112306237
03M145,"P.S. 145, The Bloomingdale School",2014-15,391,54,58,63,58,45,55,58,0,0,0,0,0,0,0,0.516624033,0.483375967,0.012787724,0.2685422,0.641943753,0.028132992,0.04859335,0.235294119,0.122762151,0.736572862,0.772546947
03M145,"P.S. 145, The Bloomingdale School",2015-16,368,49,61,53,53,55,45,52,0,0,0,0,0,0,0,0.510869563,0.489130437,0.024456521,0.252717406,0.627717376,0.027173912,0.067934781,0.236413047,0.130434781,0.682065189,0.734455466
03M145,"P.S. 145, The Bloomingdale School",2016-17,370,51,62,59,57,47,47,47,0,0,0,0,0,0,0,0.540540516,0.459459454,0.010810811,0.297297299,0.618918896,0.027027028,0.045945946,0.232432425,0.105405405,0.772973001,0.799235106
03M145,"P.S. 145, The Bloomingdale School",2017-18,391,46,62,60,64,59,50,50,0,0,0,0,0,0,0,0.524296701,0.475703329,0.023017902,0.255754471,0.598465502,0.020460358,0.102301791,0.255754471,0.130434781,0.820971847,0.850639403
03M145,"P.S. 145, The Bloomingdale School",2018-19,400,54,59,67,56,62,54,48,0,0,0,0,0,0,0,0.5,0.5,0.01,0.247500002,0.57249999,0.0175,0.152500004,0.272500008,0.112499997,0.762499988,0.800310016
03M149,P.S. 149 Sojourner Truth,2014-15,287,32,25,24,30,29,35,25,26,30,31,0,0,0,0,0.477351904,0.522648096,0.027874565,0.668989539,0.236933798,0.048780486,0.017421603,0.317073166,0.090592332,0.878048778,0.851645947
03M149,P.S. 149 Sojourner Truth,2015-16,285,27,24,25,29,27,33,35,24,30,31,0,0,0,0,0.49473685,0.50526315,0.028070176,0.642105281,0.273684204,0.038596492,0.01754386,0.301754385,0.087719299,0.919298232,0.857774854
03M149,P.S. 149 Sojourner Truth,2016-17,256,22,22,23,27,28,19,34,31,24,26,0,0,0,0,0.484375,0.515625,0.01953125,0.6171875,0.2890625,0.03515625,0.0390625,0.3203125,0.1015625,0.96875,0.862378895
03M149,P.S. 149 Sojourner Truth,2017-18,235,18,17,24,23,25,22,20,28,32,26,0,0,0,0,0.502127647,0.497872353,0.021276595,0.621276617,0.285106391,0.021276595,0.051063828,0.246808514,0.153191492,0.991489351,0.933936179
03M149,P.S. 149 Sojourner Truth,2018-19,235,29,13,19,21,27,22,17,33,27,27,0,0,0,0,0.472340435,0.527659595,0.038297873,0.591489375,0.302127659,0.021276595,0.046808511,0.23829788,0.170212761,0.982978702,0.925230742
03M163,P.S. 163 Alfred E. Smith,2014-15,599,15,77,90,94,91,115,117,0,0,0,0,0,0,0,0.472454101,0.527545929,0.066777967,0.168614358,0.459098488,0.033388983,0.272120208,0.166944906,0.071786307,0.520868123,0.495459229
03M163,P.S. 163 Alfred E. Smith,2015-16,587,29,83,91,91,91,92,110,0,0,0,0,0,0,0,0.466780245,0.533219755,0.063032366,0.160136282,0.456558764,0.04770017,0.272572398,0.158432707,0.073253833,0.511073232,0.482281744
03M163,P.S. 163 Alfred E. Smith,2016-17,567,28,78,93,89,102,91,86,0,0,0,0,0,0,0,0.474426806,0.525573194,0.05467372,0.164021164,0.449735463,0.052910052,0.278659612,0.176366836,0.070546739,0.497354507,0.481902987
03M163,P.S. 163 Alfred E. Smith,2017-18,565,32,79,83,84,94,104,89,0,0,0,0,0,0,0,0.486725658,0.513274312,0.058407079,0.162831858,0.424778759,0.04778761,0.306194693,0.187610626,0.058407079,0.486725658,0.50883007
03M163,P.S. 163 Alfred E. Smith,2018-19,551,31,69,86,83,84,96,102,0,0,0,0,0,0,0,0.488203257,0.511796713,0.067150638,0.186932847,0.411978215,0.058076225,0.275862068,0.186932847,0.054446463,0.479128867,0.480016321
03M165,P.S. 165 Robert E. Simon,2014-15,831,18,92,99,108,104,93,88,61,84,84,0,0,0,0,0.48736462,0.51263535,0.0433213,0.138387486,0.690734029,0.016847173,0.110709988,0.191335738,0.175691932,0.776173294,0.707928598
03M165,P.S. 165 Robert E. Simon,2015-16,775,28,82,91,91,104,100,79,57,61,82,0,0,0,0,0.49032259,0.50967741,0.03483871,0.13935484,0.676129043,0.020645162,0.129032254,0.214193553,0.166451618,0.734193563,0.695186555
03M165,P.S. 165 Robert E. Simon,2016-17,731,35,65,93,83,85,105,98,49,60,58,0,0,0,0,0.488372087,0.511627913,0.046511628,0.136798903,0.640218854,0.019151846,0.157318741,0.213406295,0.143638849,0.751025975,0.646922052
03M165,P.S. 165 Robert E. Simon,2017-18,604,31,58,57,74,76,80,95,34,46,53,0,0,0,0,0.486754954,0.513245046,0.048013244,0.14900662,0.600993395,0.019867551,0.182119206,0.220198676,0.137417212,0.725165546,0.711476803
03M165,P.S. 165 Robert E. Simon,2018-19,426,31,60,59,59,73,68,76,0,0,0,0,0,0,0,0.492957741,0.507042229,0.037558686,0.136150241,0.582159638,0.014084507,0.230046943,0.171361506,0.110328637,0.659624398,0.64930588
03M166,P.S. 166 The Richard Rodgers School of The Arts an,2014-15,615,0,125,102,109,86,93,100,0,0,0,0,0,0,0,0.513821125,0.486178875,0.112195119,0.06666667,0.178861782,0.053658538,0.588617861,0.143089429,0.053658538,0.252032518,0.20405373
03M166,P.S. 166 The Richard Rodgers School of The Arts an,2015-16,614,0,131,114,100,107,78,84,0,0,0,0,0,0,0,0.498371333,0.501628637,0.105863191,0.06188925,0.167752445,0.078175895,0.586319208,0.141693816,0.022801302,0.213355049,0.184398934
03M166,P.S. 166 The Richard Rodgers School of The Arts an,2016-17,638,0,125,128,107,102,104,72,0,0,0,0,0,0,0,0.484326005,0.515673995,0.122257054,0.061128527,0.163009405,0.079937302,0.573667705,0.114420064,0.048589341,0.18965517,0.173173979
