FISCAL_YEAR,LOCATION_CODE,GEOGRAPHICAL_DISTRICT_CODE,LOCATION_NAME,MANAGED_BY_NAME,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,LONGITUDE,LATITUDE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME
2019,K170,20,Ralph A. Fabrizio School,DOE,K170,619 72ND STREET,NY,40.630373,-74.018719,310,43,13400,3058990001,BK31,Bay Ridge
2019,K170,20,Ralph A. Fabrizio School,DOE,K170,619 72ND STREET,NY,40.630373,-74.018719,310,43,13400,3058990001,BK31,Bay Ridge
2019,K171,19,I.S. 171 Abraham Lincoln,DOE,K171,528 RIDGEWOOD AVENUE,NY,40.685852,-73.869434,305,37,118400,3041340020,BK83,Cypress Hills-City Line
2019,K172,15,P.S. 172 Beacon School of Excellence,DOE,K172,825 4 AVENUE,NY,40.657682,-74.000191,307,38,10100,3006690001,BK32,Sunset Park West
2019,K176,20,P.S. 176 Ovington,DOE,K176,1225 69 STREET,NY,40.624835,-74.005205,310,43,19600,3057740001,BK30,Dyker Heights
2019,K177,21,P.S. 177 The Marlboro,DOE,K177,346 AVENUE P,NY,40.608169,-73.974425,311,44,42400,3066310001,BK29,Bensonhurst East
2019,K178,23,P.S. 178 Saint Clair Mckelway,DOE,K178,2163 DEAN STREET,NY,40.67538,-73.915337,316,41,30300,3014400056,BK79,Ocean Hill
2019,K179,20,P.S. 179 Kensington,DOE,K179,202 AVENUE C,NY,40.640127,-73.97726,312,39,48800,3053710001,BK41,Kensington-Ocean Parkway
2019,K180,20,The SEEALL Academy,DOE,K180,5601 16 AVENUE,NY,40.626454,-73.98925,312,44,47000,3054920001,BK88,Borough Park
2019,K181,17,P.S. 181 Brooklyn,DOE,K181,1023 NEW YORK AVENUE,NY,40.648217,-73.945883,317,45,85600,3049040010,BK91,East Flatbush-Farragut
2019,K182,14,Success Academy Charter School - Williamsburg,Charter,K050,183 SOUTH  3 STREET,NY,40.711915,-73.960137,301,34,52300,3024190001,BK73,North Side-South Side
2019,K184,23,P.S. 184 Newport,DOE,K184,273 NEWPORT STREET,NY,40.660385,-73.905004,316,42,91800,3036060001,BK81,Brownsville
2019,K185,20,P.S. 185 Walter Kassenbrock,DOE,K185,8601 RIDGE BOULEVARD,NY,40.623598,-74.033429,310,43,6000,3060430001,BK31,Bay Ridge
2019,K186,20,P.S. 186 Dr. Irving A Gladstone,DOE,K186,7601 19 AVENUE,NY,40.610917,-73.994258,311,47,27400,3062390001,BK28,Bensonhurst West
2019,K187,20,The Christa McAuliffe School\I.S. 187,DOE,K486,1171 65 STREET,NY,40.627929,-74.003883,310,38,21200,3057450029,BK30,Dyker Heights
2019,K188,21,P.S. 188 Michael E. Berdy,DOE,K188,3314 NEPTUNE AVENUE,NY,40.576733,-74.000489,313,47,32800,3070060001,BK21,Seagate-Coney Island
2019,K189,17,P.S. 189 The Bilingual Center,DOE,K189,1100 EAST NEW YORK AVENUE,NY,40.665228,-73.925435,317,41,89200,3045990001,BK81,Brownsville
2019,K190,19,P.S. 190 Sheffield,DOE,K190,590 SHEFFIELD AVENUE,NY,40.662243,-73.894877,305,42,112800,3038380018,BK85,East New York (Pennsylvania Ave)
2019,K191,17,P.S. 191 Paul Robeson,DOE,K191,1600 PARK PLACE,NY,40.67173,-73.924127,308,41,35900,3013750012,BK61,Crown Heights North
2019,K192,20,P.S. 192 - The Magnet School for Math and Science,DOE,K192,4715 18 AVENUE,NY,40.6288,-73.97954,312,44,47600,3054450001,BK88,Borough Park
2019,K193,22,P.S. 193 Gil Hodges,DOE,K193,2515 AVENUE L,NY,40.62208,-73.950321,314,45,75400,3076250001,BK43,Midwood
2019,K194,22,P.S. 194 Raoul Wallenberg,DOE,K194,3117 AVENUE W,NY,40.598069,-73.934163,315,46,57000,3073930001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2019,K195,22,P.S. 195 Manhattan Beach,DOE,K195,131 IRWIN STREET,NY,40.580161,-73.943498,315,48,62000,3087520035,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2019,K196,14,P.S. 196 Ten Eyck,DOE,K196,207 BUSHWICK AVENUE,NY,40.708804,-73.939385,301,34,48500,3030460001,BK78,Bushwick South
2019,K197,22,P.S. 197 - The Kings Highway Academy,DOE,K197,1599 EAST  22 STREET,NY,40.612339,-73.951398,314,48,54600,3067690018,BK43,Midwood
2019,K198,22,P.S. 198 Brooklyn,DOE,K198,4105 FARRAGUT ROAD,NY,40.637601,-73.937083,317,45,83600,3049880066,BK91,East Flatbush-Farragut
2019,K199,21,P.S. 199 Frederick Wachtel,DOE,K199,1100 ELM AVENUE,NY,40.61631,-73.963026,314,48,76800,3067400025,BK43,Midwood
2019,K200,20,P.S. 200 Benson School,DOE,K200,1940 BENSON AVENUE,NY,40.602809,-74.001915,311,43,28200,3064070008,BK27,Bath Beach
2019,K201,20,J.H.S. 201 The Dyker Heights,DOE,K201,8010 12 AVENUE,NY,40.619043,-74.013749,310,43,16600,3062780022,BK30,Dyker Heights
2019,K202,19,P.S. 202 Ernest S. Jenkyns,DOE,K202,982 HEGEMAN AVENUE,NY,40.665817,-73.876084,305,42,111600,3044770001,BK82,East New York
2019,K203,22,P.S. 203 Floyd Bennett School,DOE,K203,5101 AVENUE M,NY,40.622108,-73.925732,318,46,68000,3078490001,BK58,Flatlands
2019,K204,20,P.S. 204 Vince Lombardi,DOE,K204,8101 15 AVENUE,NY,40.613535,-74.006137,311,43,18400,3062940001,BK28,Bensonhurst West
2019,K205,20,P.S. 205 Clarion,DOE,K205,6701 20 AVENUE,NY,40.614737,-73.986792,311,47,25600,3055710001,BK28,Bensonhurst West
2019,K206,22,P.S. 206 Joseph F Lamb,DOE,K206,2200 GRAVESEND NECK ROAD,NY,40.596876,-73.948453,315,48,59401,3073810201,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2019,K207,22,P.S. 207 Elizabeth G. Leary,DOE,K207,4011 FILLMORE AVENUE,NY,40.613981,-73.930485,318,46,65200,3084840001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
2019,K208,18,P.S. 208 Elsa Ebeling,DOE,K208,4801 AVENUE D,NY,40.6427,-73.930898,317,45,84000,3047690025,BK91,East Flatbush-Farragut
2019,K209,21,P.S. 209 Margaret Mead,DOE,K209,2609 EAST  7 STREET,NY,40.5868,-73.961191,313,48,37000,3072440001,BK19,Brighton Beach
2019,K211,18,I.S. 211 John Wilson,DOE,K211,1001 EAST 100 STREET,NY,40.642931,-73.895224,318,46,98800,3082270001,BK50,Canarsie
2019,K212,21,P.S. 212 Lady Deborah Moody,DOE,K212,87 BAY  49 STREET,NY,40.587612,-73.985368,313,47,31400,3069170001,BK26,Gravesend
2019,K213,19,P.S. 213 New Lots,DOE,K213,580 HEGEMAN AVENUE,NY,40.659845,-73.889968,305,42,110400,3043240001,BK82,East New York
2019,K214,19,P.S. 214 Michael Friedsam,DOE,K214,2944 PITKIN AVENUE,NY,40.675881,-73.862961,305,37,120200,3042430001,BK83,Cypress Hills-City Line
2019,K215,21,P.S. 215 Morris H. Weiss,DOE,K215,415 AVENUE S,NY,40.602722,-73.970171,315,47,41401,3066810169,BK25,Homecrest
2019,K216,21,P.S. 216 Arturo Toscanini,DOE,K216,350 AVENUE X,NY,40.59,-73.969647,315,47,37401,3071960001,BK26,Gravesend
2019,K217,22,P.S. 217 Colonel David Marcus School,DOE,K217,1100 NEWKIRK AVENUE,NY,40.633482,-73.966442,314,40,52600,3052320001,BK42,Flatbush
2019,K218,19,J.H.S. 218 James P. Sinnott,DOE,K218,370 FOUNTAIN AVENUE,NY,40.67002,-73.874537,305,42,111800,3042780001,BK82,East New York
2019,K219,18,P.S. 219 Kennedy-King,DOE,K219,1060 CLARKSON AVENUE,NY,40.658834,-73.922296,317,41,88600,3046480001,BK96,Rugby-Remsen Village
2019,K220,20,J.H.S. 220 John J. Pershing,DOE,K220,4812 9TH AVENUE,NY,40.640997,-74.00125,312,38,10800,3007780023,BK34,Sunset Park East
2019,K221,17,P.S. 221 Toussaint L'Ouverture,DOE,K221,791 EMPIRE BOULEVARD,NY,40.663964,-73.935753,309,35,35500,3014230014,BK63,Crown Heights South
2019,K222,22,P.S. 222 Katherine R. Snyder,DOE,K222,3301 QUENTIN ROAD,NY,40.614005,-73.939205,318,46,64600,3077060001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
2019,K223,20,J.H.S. 223 The Montauk,DOE,K223,4200 16 AVENUE,NY,40.6351,-73.982424,312,44,23000,3053620021,BK88,Borough Park
2019,K224,19,P.S. 224 Hale A. Woodruff,DOE,K224,757 WORTMAN AVENUE,NY,40.664143,-73.866542,305,42,122000,3045290133,BK82,East New York
2019,K225,21,P.S. K225 - The Eileen E. Zaglin,DOE,K225,1075 OCEAN VIEW AVENUE,NY,40.58026,-73.955856,313,48,61004,3087120056,BK19,Brighton Beach
2019,K226,21,P.S. 226 Alfred De B. Mason,DOE,K226,6006 23 AVENUE,NY,40.615405,-73.977099,312,44,44600,3065490024,BK88,Borough Park
2019,K227,20,J.H.S. 227 Edward B. Shallow,DOE,K227,6500 16 AVENUE,NY,40.622102,-73.995961,311,38,25000,3055510018,BK28,Bensonhurst West
2019,K228,21,I.S. 228 David A. Boody,DOE,K228,228 AVENUE S,NY,40.60066,-73.976801,311,47,41000,3070840001,BK29,Bensonhurst East
2019,K229,20,P.S. 229 Dyker,DOE,K229,1400 BENSON AVENUE,NY,40.610331,-74.013585,311,43,17000,3063910024,BK27,Bath Beach
2019,K230,15,P.S. 230 Doris L. Cohen,DOE,K230,1 ALBEMARLE ROAD,NY,40.645609,-73.980515,312,39,49800,3053230032,BK41,Kensington-Ocean Parkway
2019,K231,20,P.S. K231,DOE,K180,5601 16 AVENUE,NY,40.626454,-73.98925,312,44,47000,3054920001,BK88,Borough Park
2019,K233,18,P.S. 233 Langston Hughes,DOE,K233,9301 AVENUE B,NY,40.651642,-73.914282,317,42,93000,3047530001,BK96,Rugby-Remsen Village
2019,K234,22,J.H.S. 234 Arthur W. Cunningham,DOE,K234,1875 EAST  17 STREET,NY,40.604447,-73.955217,315,48,55800,3068210244,BK44,Madison
2019,K235,18,P.S. 235 Janice Marie Knight School,DOE,K235,525 LENOX ROAD,NY,40.655337,-73.940922,317,41,81400,3048440001,BK91,East Flatbush-Farragut
2019,K236,22,P.S. 236 Mill Basin,DOE,K236,6302 AVENUE U,NY,40.615494,-73.912005,318,46,69800,3084640001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
2019,K238,21,P.S. 238 Anne Sullivan,DOE,K238,1633 EAST  8 STREET,NY,40.608801,-73.964586,315,44,42000,3066400013,BK25,Homecrest
2019,K239,21,Mark Twain I.S. 239 for the Gifted & Talented,DOE,K239,2401 NEPTUNE AVENUE,NY,40.57864,-73.992447,313,47,33000,3069650140,BK21,Seagate-Coney Island
2019,K240,22,Andries Hudde,DOE,K240,2500 NOSTRAND AVENUE,NY,40.623788,-73.946836,314,45,74800,3076290030,BK43,Midwood
2019,K241,17,P.S. 241 Emma L. Johnston,DOE,K241,976 PRESIDENT STREET,NY,40.668913,-73.960924,309,35,21300,3011880001,BK63,Crown Heights South
2019,K243,16,P.S. 243K- The Weeksville School,DOE,K243,1580 DEAN STREET,NY,40.675675,-73.935093,308,36,30900,3013470001,BK61,Crown Heights North
2019,K244,18,P.S. 244 Richard R. Green,DOE,K244,5404 TILDEN AVENUE,NY,40.647851,-73.925592,317,45,94600,3047390001,BK96,Rugby-Remsen Village
2019,K245,22,P.S. 245,DOE,K735,249 EAST 17TH STREET,NY,40.644927,-73.962743,314,40,51200,3051210032,BK42,Flatbush
2019,K246,17,M.S. 246 Walt Whitman,DOE,K246,72 VERONICA PLACE,NY,40.648352,-73.95348,317,40,79400,3051100025,BK95,Erasmus
2019,K247,20,P.S. 247 Brooklyn,DOE,K247,7000 21 AVENUE,NY,40.612247,-73.987195,311,47,25800,3061740036,BK28,Bensonhurst West
2019,K249,17,P.S. 249 The Caton,DOE,K249,18 MARLBOROUGH ROAD,NY,40.649509,-73.966456,314,40,50600,3050750001,BK42,Flatbush
2019,K250,14,P.S. 250 George H. Lindsay,DOE,K250,108 MONTROSE AVENUE,NY,40.706708,-73.945659,301,34,50500,3030600001,BK90,East Williamsburg
2019,K251,22,P.S. 251 Paerdegat,DOE,K251,1037 EAST  54 STREET,NY,40.63195,-73.923894,318,46,72200,3077580001,BK58,Flatlands
2019,K253,21,P.S. 253,DOE,K253,601 OCEANVIEW AVENUE,NY,40.580237,-73.961962,313,48,36400,3086660610,BK19,Brighton Beach
2019,K254,22,P.S. 254 Dag Hammarskjold,DOE,K254,1801 AVENUE Y,NY,40.591103,-73.95155,315,48,59200,3074200026,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
2019,K255,22,P.S. 255 Barbara Reing School,DOE,K255,1866 EAST  17 STREET,NY,40.604461,-73.955891,315,48,55800,3068210123,BK44,Madison
2019,K256,13,P.S. 256 Benjamin Banneker,DOE,K256,114 KOSCIUSZKO STREET,NY,40.690595,-73.94961,303,36,25300,3017840020,BK75,Bedford
2019,K257,14,P.S. 257 John F. Hylan,DOE,K257,60 COOK STREET,NY,40.702759,-73.941345,301,34,49100,3031140011,BK90,East Williamsburg
2019,K259,20,J.H.S. 259 William McKinley,DOE,K259,7305 FT HAMILTON PARKWAY,NY,40.626089,-74.014633,310,43,20600,3059230001,BK30,Dyker Heights
2019,K261,15,P.S. 261 Philip Livingston,DOE,K261,314 PACIFIC STREET,NY,40.687218,-73.988667,302,33,4300,3001880014,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K262,16,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,DOE,K262,500 MACON STREET,NY,40.682949,-73.930132,303,36,29700,3016710019,BK61,Crown Heights North
2019,K264,20,P.S. 264 Bay Ridge Elementary School For The Arts,DOE,K264,371 89th Street,NY,40.621025,-74.029444,310,43,6000,3060620141,BK31,Bay Ridge
2019,K265,13,Dr. Susan S. McKinney Secondary School of the Arts,DOE,K265,101 PARK AVENUE,NY,40.697177,-73.976104,302,35,21100,3020280001,BK68,Fort Greene
2019,K266,13,M.S. K266 - Park Place Community Middle School,DOE,K902,62 PARK PLACE,NY,40.678809,-73.976648,306,39,12902,3009410050,BK37,Park Slope-Gowanus
2019,K267,16,"M.S. 267 Math, Science & Technology",DOE,K324,800 GATES AVENUE,NY,40.68797,-73.932066,303,36,29300,3016360001,BK35,Stuyvesant Heights
2019,K268,18,P.S. 268 Emma Lazarus,DOE,K268,133 EAST  53 STREET,NY,40.657421,-73.92756,317,41,86600,3046230028,BK96,Rugby-Remsen Village
2019,K270,13,P.S. 270 Johann DeKalb,DOE,K270,241 EMERSON PLACE,NY,40.691275,-73.961134,302,35,19300,3019230001,BK69,Clinton Hill
2019,K272,18,P.S. 272 Curtis Estabrook,DOE,K272,101-24 SEAVIEW AVENUE,NY,40.635542,-73.886373,318,46,103400,3083290250,BK50,Canarsie
2019,K273,19,P.S. 273 Wortman,DOE,K273,923 JEROME STREET,NY,40.6585,-73.879276,305,42,107800,3044010001,BK82,East New York
2019,K274,32,P.S. 274 Kosciusko,DOE,K274,800 BUSHWICK AVENUE,NY,40.694179,-73.92818,304,34,39300,3032410037,BK78,Bushwick South
2019,K276,18,P.S. 276 Louis Marshall,DOE,K276,1070 EAST  83 STREET,NY,40.634005,-73.908436,318,46,99600,3080340001,BK50,Canarsie
2019,K277,22,P.S. 277 Gerritsen Beach,DOE,K277,2529 GERRITSEN AVENUE,NY,40.595798,-73.92785,318,46,66600,3085900650,BK99,park-cemetery-etc-Brooklyn
2019,K278,22,J.H.S. 278 Marine Park,DOE,K278,1925 STUART STREET,NY,40.606745,-73.938721,315,46,66600,3084960100,BK99,park-cemetery-etc-Brooklyn
2019,K279,18,P.S. 279 Herman Schreiber,DOE,K279,1070 EAST 104 STREET,NY,40.644134,-73.892797,318,46,98600,3082300001,BK50,Canarsie
2019,K281,21,I.S. 281 Joseph B Cavallaro,DOE,K281,8787 24 AVENUE,NY,40.594648,-73.993565,311,47,30400,3068910001,BK29,Bensonhurst East
2019,K282,13,P.S. 282 Park Slope,DOE,K282,180 6 AVENUE,NY,40.676649,-73.977983,306,39,13100,3009500024,BK37,Park Slope-Gowanus
2019,K284,23,"The Gregory Jocko Jackson School of Sports, Art, a",DOE,K284,213 OSBORN STREET,NY,40.666942,-73.907634,316,41,91200,3035440135,BK81,Brownsville
2019,K285,18,I.S. 285 Meyer Levin,DOE,K285,5909 BEVERLY ROAD,NY,40.647818,-73.920784,317,45,93600,3047440001,BK96,Rugby-Remsen Village
2019,K285,18,I.S. 285 Meyer Levin,DOE,K285,5909 BEVERLY ROAD,NY,40.647818,-73.920784,317,45,93600,3047440001,BK96,Rugby-Remsen Village
2019,K287,13,P.S. 287 Bailey K. Ashford,DOE,K287,50 NAVY STREET,NY,40.697856,-73.98112,302,35,2300,3001110001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K288,21,P.S. 288 The Shirley Tanyhill,DOE,K288,2950 WEST  25 STREET,NY,40.574029,-73.992393,313,47,34200,3070540045,BK21,Seagate-Coney Island
2019,K289,17,P.S. 289 George V. Brower,DOE,K289,900 ST MARKS AVENUE,NY,40.674244,-73.942401,308,36,34100,3012290028,BK61,Crown Heights North
2019,K290,19,P.S. 290 Juan Morel Campos,DOE,K290,135 SCHENCK AVENUE,NY,40.678182,-73.889375,305,37,119800,3039490018,BK82,East New York
2019,K291,32,J.H.S. 291 Roland Hayes,DOE,K291,231 PALMETTO STREET,NY,40.695875,-73.915217,304,37,43300,3033430001,BK77,Bushwick North
2019,K292,19,J.H.S. 292 Margaret S. Douglas,DOE,K292,301 VERMONT STREET,NY,40.671601,-73.893319,305,42,114400,3037400001,BK85,East New York (Pennsylvania Ave)
2019,K292,19,J.H.S. 292 Margaret S. Douglas,DOE,K292,301 VERMONT STREET,NY,40.671601,-73.893319,305,42,114400,3037400001,BK85,East New York (Pennsylvania Ave)
2019,K295,15,P.S. 295,DOE,K845,330 18 STREET,NY,40.660805,-73.988743,307,38,14700,3008800001,BK32,Sunset Park West
2019,K297,14,P.S. 297 Abraham Stockton,DOE,K297,700 PARK AVENUE,NY,40.697377,-73.948166,303,36,25700,3017390011,BK75,Bedford
2019,K298,23,P.S. 298 Dr. Betty Shabazz,DOE,K298,85 WATKINS STREET,NY,40.671015,-73.907718,316,37,90600,3035070007,BK81,Brownsville
2019,K299,32,P.S. 299 Thomas Warren Field,DOE,K299,88 WOODBINE STREET,NY,40.690755,-73.917899,304,34,39900,3033580001,BK78,Bushwick South
2019,K301,13,Satellite East Middle School,DOE,K305,344 MONROE STREET,NY,40.685653,-73.94573,303,36,26500,3018190014,BK75,Bedford
2019,K303,21,I.S. 303 Herbert S. Eisenberg,DOE,K303,501 WEST AVENUE,NY,40.582518,-73.972009,313,47,35400,3072500025,BK23,West Brighton
2019,K303,21,I.S. 303 Herbert S. Eisenberg,DOE,K303,501 WEST AVENUE,NY,40.582518,-73.972009,313,47,35400,3072500025,BK23,West Brighton
2019,K305,13,P.S. 305 Dr. Peter Ray,DOE,K305,344 MONROE STREET,NY,40.685653,-73.94573,303,36,26500,3018190014,BK75,Bedford
2019,K306,19,P.S. 306 Ethan Allen,DOE,K306,970 VERMONT STREET,NY,40.65534,-73.88662,305,42,110400,3043920001,BK82,East New York
2019,K307,13,P.S. 307 Daniel Hale Williams,DOE,K307,209 YORK STREET,NY,40.701789,-73.981599,302,33,2100,3000560007,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K308,16,P.S. 308 Clara Cardwell,DOE,K308,616 QUINCY STREET,NY,40.688323,-73.935509,303,36,29300,3016300001,BK35,Stuyvesant Heights
2019,K309,16,P.S. 309 The George E. Wibecan Preparatory Academy,DOE,K309,794 MONROE STREET,NY,40.6881,-73.924422,303,41,38500,3016430036,BK35,Stuyvesant Heights
2019,K310,20,The School For Future Leaders,DOE,K310,942 62ND STREET,NY,40.632143,-74.007533,310,38,12000,3057290024,BK34,Sunset Park East
2019,K312,22,P.S. 312 Bergen Beach,DOE,K312,7103 AVENUE T,NY,40.622442,-73.909554,318,46,69602,3083930001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin
2019,K313,13,Dock Street School for STEAM Studies,DOE,K611,19 DOCK STREET,NY,40.702952,-73.992076,302,33,2100,3000367504,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K315,22,P.S. K315,DOE,K152,2310 GLENWOOD ROAD,NY,40.632619,-73.954269,314,45,77200,3075510026,BK42,Flatbush
2019,K315,22,P.S. K315,DOE,K152,2310 GLENWOOD ROAD,NY,40.632619,-73.954269,314,45,77200,3075510026,BK42,Flatbush
2019,K316,17,P.S. 316 Elijah Stroud,DOE,K316,750 CLASSON AVENUE,NY,40.674685,-73.961418,308,35,21500,3011670018,BK64,Prospect Heights
2019,K318,14,I.S. 318 Eugenio Maria De Hostos,DOE,K318,101 WALTON STREET,NY,40.703034,-73.948771,301,33,50900,3022460001,BK72,Williamsburg
2019,K319,14,P.S. 319,DOE,K319,360 KEAP STREET,NY,40.709632,-73.953881,301,34,52700,3024240001,BK73,North Side-South Side
2019,K321,15,P.S. 321 William Penn,DOE,K321,180 7 AVENUE,NY,40.671816,-73.978633,306,39,15500,3009710028,BK37,Park Slope-Gowanus
2019,K323,23,P.S./I.S. 323,DOE,K263,210 CHESTER STREET,NY,40.666187,-73.911279,316,41,92400,3035420001,BK81,Brownsville
2019,K325,19,The Fresh Creek School,DOE,K260,875 WILLIAMS AVENUE,NY,40.653368,-73.893294,318,42,98200,3081580040,BK50,Canarsie
2019,K326,22,P.S. 326,DOE,K852,1800 UTICA AVENUE,NY,40.628417,-73.92825,318,45,72800,3077750001,BK58,Flatlands
2019,K327,23,P.S. 327 Dr. Rose B. English,DOE,K327,111 BRISTOL STREET,NY,40.668232,-73.911788,316,41,92400,3035200008,BK81,Brownsville
2019,K328,19,P.S. 328 Phyllis Wheatley,DOE,K328,330 ALABAMA AVENUE,NY,40.667985,-73.898249,305,42,113400,3037680001,BK85,East New York (Pennsylvania Ave)
2019,K329,21,P.S. 329 Surfside,DOE,K329,2929 WEST  30 STREET,NY,40.574666,-73.99577,313,47,34200,3070510001,BK21,Seagate-Coney Island
2019,K333,17,Explore Exceed Charter School,Charter,K022,443 ST MARKS AVENUE,NY,40.6771,-73.960093,308,35,30500,3011480050,BK61,Crown Heights North
2019,K335,16,P.S. 335 Granville T. Woods,DOE,K335,130 ROCHESTER AVENUE,NY,40.674491,-73.928673,308,36,30700,3013550023,BK61,Crown Heights North
2019,K337,21,International High School at Lafayette,DOE,K400,2630 BENSON AVENUE,NY,40.593028,-73.986313,313,47,30600,3068830001,BK26,Gravesend
2019,K340,13,I.S. 340,DOE,K874,227 STERLING PLACE,NY,40.676357,-73.970315,308,35,16300,3011640064,BK64,Prospect Heights
2019,K344,21,Rachel Carson High School for Coastal Studies,DOE,K303,521 WEST AVENUE,NY,40.582518,-73.972009,313,47,35400,3072500025,BK23,West Brighton
2019,K344,21,Rachel Carson High School for Coastal Studies,DOE,K303,521 WEST AVENUE,NY,40.582518,-73.972009,313,47,35400,3072500025,BK23,West Brighton
2019,K345,19,P.S. 345 Patrolman Robert Bolden,DOE,K345,111 BERRIMAN STREET,NY,40.676207,-73.879886,305,37,119200,3039900001,BK82,East New York
2019,K346,19,P.S. 346 Abe Stark,DOE,K346,1400 PENNSYLVANIA AVENUE,NY,40.64664,-73.881997,305,42,105804,3044520025,BK93,Starrett City
2019,K347,32,I.S. 347 School of Humanities,DOE,K111,35 STARR STREET,NY,40.70081,-73.927938,304,34,42300,3031850001,BK78,Bushwick South
2019,K348,21,High School of Sports Management,DOE,K400,2630 BENSON AVENUE,NY,40.593028,-73.986313,313,47,30600,3068830001,BK26,Gravesend
2019,K349,32,"I.S. 349 Math, Science & Tech.",DOE,K111,35 STARR STREET,NY,40.70081,-73.927938,304,34,42300,3031850001,BK78,Bushwick South
2019,K350,13,Urban Assembly School for Music and Art,DOE,K805,49 FLATBUSH AVENUE EXTENSION,NY,40.69733,-73.984528,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K351,13,The Urban Assembly Unison School,DOE,K056,170 GATES AVENUE,NY,40.684286,-73.960536,302,35,23100,3019830010,BK69,Clinton Hill
2019,K352,17,Ebbets Field Middle School,DOE,K320,46 MCKEEVER PLACE,NY,40.665199,-73.959484,309,35,32500,3013010001,BK63,Crown Heights South
2019,K353,17,Elijah Stroud Middle School,DOE,K316,750 CLASSON AVENUE,NY,40.674685,-73.961418,308,35,21500,3011670018,BK64,Prospect Heights
2019,K354,17,The School of Integrated Learning,DOE,K390,1224 PARK PLACE,NY,40.67229,-73.937601,308,36,34300,3013700029,BK61,Crown Heights North
2019,K355,14,Williamsburg Collegiate Charter School,Charter,K016,157 WILSON STREET,NY,40.706069,-73.962049,301,33,53500,3021770001,BK72,Williamsburg
2019,K356,17,Achievement First Crown Heights Charter School,Charter,K391,790 EAST NEW YORK AVENUE,NY,40.662092,-73.936313,309,41,87600,3048060001,BK60,Prospect Lefferts Gardens-Wingate
2019,K357,17,KIPP AMP Charter School,Charter,K390,1224 PARK PLACE,NY,40.67229,-73.937601,308,36,34300,3013700029,BK61,Crown Heights North
2019,K358,19,Achievement First East New York Charter School,Charter,K013,557 PENNSYLVANIA AVENUE,NY,40.664067,-73.893328,305,42,112600,3038230001,BK85,East New York (Pennsylvania Ave)
2019,K359,19,The Uft Charter School,Charter,K166,800 VAN SICLEN AVE,NY,40.659934,-73.885704,305,42,110400,3043490050,BK82,East New York
2019,K360,16,Launch Expeditionary Learning Charter School,Charter,K243,1580 DEAN STREET,NY,40.675675,-73.935093,308,36,30900,3013470001,BK61,Crown Heights North
2019,K361,22,P.S. 361 East Flatbush Early Childhood School,DOE,K269,1957 NOSTRAND AVENUE,NY,40.637625,-73.947672,317,45,78800,3049940023,BK42,Flatbush
2019,K362,15,Hellenic Classical Charter School,Charter,KAWR,646 FIFTH AVENUE,NY,40.662985,-73.992254,307,38,14300,3006340034,BK37,Park Slope-Gowanus
2019,K363,23,Brownsville Collaborative Middle School,DOE,K298,85 WATKINS STREET,NY,40.671015,-73.907718,316,37,90600,3035070007,BK81,Brownsville
2019,K364,19,I.S. 364 Gateway,DOE,K364,1426 FREEPORT LOOP,NY,40.646211,-73.881115,305,42,105804,3044520040,BK93,Starrett City
2019,K366,18,The Science And Medicine Middle School,DOE,K366,965 EAST 107TH STREET,NY,40.647396,-73.891743,318,46,98400,3082150012,BK50,Canarsie
2019,K367,14,Success Academy Charter School - Bed-Stuy 1,Charter,K033,70 TOMPKINS AVENUE,NY,40.696698,-73.947557,303,36,25700,3017430018,BK75,Bedford
2019,K368,14,P.S. 368,DOE,K033,70 TOMPKINS AVENUE,NY,40.696698,-73.947557,303,36,25700,3017430018,BK75,Bedford
2019,K369,15,P.S. K369 - Coy L. Cox School,DOE,K369,383 STATE STREET,NY,40.687432,-73.983312,302,33,4100,3001720055,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
2019,K370,21,P.S. 370,DOE,K370,3000 WEST 1 STREET,NY,40.577709,-73.969872,313,48,35602,3072740107,BK23,West Brighton
2019,K371,15,P.S. 371 - Lillian L. Rashkis,DOE,K371,355 37 STREET,NY,40.654306,-74.005168,307,38,8400,3006960031,BK32,Sunset Park West
